"1",""
"2","|"
"3","a"
"4","a's"
"5","aa"
"6","ab"
"7","able"
"8","about"
"9","above"
"10","abstract"
"11","according"
"12","accordingly"
"13","across"
"14","actually"
"15","additional"
"16","address"
"17","after"
"18","afterwards"
"19","again"
"20","against"
"21","ai"
"22","ain't"
"23","al"
"24","all"
"25","allow"
"26","allows"
"27","almost"
"28","alone"
"29","along"
"30","already"
"31","also"
"32","although"
"33","always"
"34","am"
"35","among"
"36","amongst"
"37","an"
"38","and"
"39","another"
"40","any"
"41","anybody"
"42","anyhow"
"43","anyone"
"44","anything"
"45","anyway"
"46","anyways"
"47","anywhere"
"48","apart"
"49","appear"
"50","appreciate"
"51","appropriate"
"52","are"
"53","area"
"54","areas"
"55","aren't"
"56","around"
"57","as"
"58","aside"
"59","ask"
"60","asked"
"61","asking"
"62","asks"
"63","associated"
"64","at"
"65","available"
"66","away"
"67","awfully"
"68","b"
"69","back"
"70","backed"
"71","backing"
"72","backs"
"73","bb"
"74","be"
"75","became"
"76","because"
"77","become"
"78","becomes"
"79","becoming"
"80","been"
"81","before"
"82","beforehand"
"83","began"
"84","behind"
"85","being"
"86","beings"
"87","believe"
"88","below"
"89","beside"
"90","besides"
"91","best"
"92","better"
"93","between"
"94","beyond"
"95","big"
"96","bm"
"97","both"
"98","box"
"99","brief"
"100","but"
"101","by"
"102","c"
"103","c'mon"
"104","c's"
"105","came"
"106","can"
"107","can't"
"108","cannot"
"109","cant"
"110","case"
"111","cases"
"112","cause"
"113","causes"
"114","cd"
"115","certain"
"116","certainly"
"117","changes"
"118","clear"
"119","clearly"
"120","cm"
"121","co"
"122","com"
"123","come"
"124","comes"
"125","concerning"
"126","consequently"
"127","consider"
"128","considering"
"129","contain"
"130","containing"
"131","contains"
"132","corresponding"
"133","could"
"134","couldn't"
"135","course"
"136","crop"
"137","crops"
"138","currently"
"139","cv"
"140","d"
"141","date"
"142","de"
"143","definitely"
"144","described"
"145","despite"
"146","df"
"147","did"
"148","didn't"
"149","differ"
"150","different"
"151","differently"
"152","dm"
"153","do"
"154","does"
"155","doesn't"
"156","doing"
"157","don't"
"158","done"
"159","down"
"160","downed"
"161","downing"
"162","downs"
"163","downwards"
"164","during"
"165","e"
"166","each"
"167","early"
"168","ed"
"169","edu"
"170","effect"
"171","effects"
"172","eg"
"173","eight"
"174","either"
"175","else"
"176","elsewhere"
"177","end"
"178","ended"
"179","ending"
"180","ends"
"181","enough"
"182","entirely"
"183","especially"
"184","et"
"185","etc"
"186","even"
"187","evenly"
"188","ever"
"189","every"
"190","everybody"
"191","everyone"
"192","everything"
"193","everywhere"
"194","ex"
"195","exactly"
"196","example"
"197","except"
"198","ez"
"199","f"
"200","face"
"201","faces"
"202","fact"
"203","facts"
"204","far"
"205","felt"
"206","few"
"207","fifth"
"208","fig"
"209","figure"
"210","find"
"211","finds"
"212","first"
"213","five"
"214","followed"
"215","following"
"216","follows"
"217","for"
"218","former"
"219","formerly"
"220","forth"
"221","four"
"222","from"
"223","full"
"224","fully"
"225","further"
"226","furthered"
"227","furthering"
"228","furthermore"
"229","furthers"
"230","g"
"231","gave"
"232","general"
"233","generally"
"234","get"
"235","gets"
"236","getting"
"237","give"
"238","given"
"239","gives"
"240","gl"
"241","go"
"242","goes"
"243","going"
"244","gone"
"245","good"
"246","goods"
"247","got"
"248","gotten"
"249","great"
"250","greater"
"251","greatest"
"252","greetings"
"253","group"
"254","grouped"
"255","grouping"
"256","groups"
"257","gs"
"258","h"
"259","ha"
"260","had"
"261","hadn't"
"262","happens"
"263","hardly"
"264","has"
"265","hasn't"
"266","hastings"
"267","have"
"268","haven't"
"269","having"
"270","he"
"271","he'd"
"272","he'll"
"273","he's"
"274","hello"
"275","help"
"276","hence"
"277","her"
"278","here"
"279","here's"
"280","hereafter"
"281","hereby"
"282","herein"
"283","hereupon"
"284","hers"
"285","herself"
"286","hi"
"287","high"
"288","higher"
"289","highest"
"290","him"
"291","himself"
"292","his"
"293","hither"
"294","hopefully"
"295","how"
"296","how's"
"297","howbeit"
"298","however"
"299","i"
"300","I"
"301","i'd"
"302","i'll"
"303","i'm"
"304","i've"
"305","ie"
"306","if"
"307","ignored"
"308","ii"
"309","immediate"
"310","important"
"311","in"
"312","inasmuch"
"313","inc"
"314","indeed"
"315","indicate"
"316","indicated"
"317","indicates"
"318","inner"
"319","insofar"
"320","instead"
"321","interest"
"322","interested"
"323","interesting"
"324","interests"
"325","into"
"326","introduction"
"327","inward"
"328","is"
"329","isn't"
"330","it"
"331","it'd"
"332","it'll"
"333","it's"
"334","its"
"335","itself"
"336","j"
"337","journal"
"338","just"
"339","k"
"340","keep"
"341","keeps"
"342","kept"
"343","key"
"344","keywords"
"345","kg"
"346","kgha"
"347","kind"
"348","knew"
"349","know"
"350","known"
"351","knows"
"352","l"
"353","large"
"354","largely"
"355","last"
"356","lately"
"357","later"
"358","latest"
"359","latter"
"360","latterly"
"361","least"
"362","less"
"363","lest"
"364","let"
"365","let's"
"366","lets"
"367","like"
"368","liked"
"369","likely"
"370","little"
"371","long"
"372","longer"
"373","longest"
"374","look"
"375","looking"
"376","looks"
"377","lots"
"378","ls"
"379","lsd"
"380","ltd"
"381","m"
"382","made"
"383","mainly"
"384","make"
"385","making"
"386","man"
"387","many"
"388","may"
"389","maybe"
"390","mays"
"391","me"
"392","mean"
"393","meanwhile"
"394","member"
"395","members"
"396","men"
"397","merely"
"398","mg"
"399","mgkg"
"400","might"
"401","mm"
"402","more"
"403","moreover"
"404","most"
"405","mostly"
"406","mr"
"407","mrs"
"408","much"
"409","must"
"410","mustn't"
"411","my"
"412","myself"
"413","n"
"414","name"
"415","namely"
"416","nd"
"417","near"
"418","nearly"
"419","necessary"
"420","need"
"421","needed"
"422","needing"
"423","needs"
"424","neither"
"425","never"
"426","nevertheless"
"427","new"
"428","newer"
"429","newest"
"430","next"
"431","nine"
"432","no"
"433","nobody"
"434","non"
"435","none"
"436","noone"
"437","nor"
"438","normally"
"439","not"
"440","nothing"
"441","novel"
"442","now"
"443","nowhere"
"444","ns"
"445","number"
"446","numbers"
"447","o"
"448","obviously"
"449","of"
"450","off"
"451","often"
"452","oh"
"453","ok"
"454","okay"
"455","old"
"456","older"
"457","oldest"
"458","on"
"459","once"
"460","one"
"461","ones"
"462","only"
"463","onto"
"464","oo"
"465","open"
"466","opened"
"467","opening"
"468","opens"
"469","or"
"470","order"
"471","ordered"
"472","ordering"
"473","orders"
"474","other"
"475","others"
"476","otherwise"
"477","ought"
"478","our"
"479","ours"
"480","ourselves"
"481","out"
"482","outside"
"483","over"
"484","overall"
"485","own"
"486","p"
"487","part"
"488","parted"
"489","particular"
"490","particularly"
"491","parting"
"492","parts"
"493","pd"
"494","per"
"495","perhaps"
"496","place"
"497","placed"
"498","places"
"499","please"
"500","plot"
"501","plus"
"502","po"
"503","point"
"504","pointed"
"505","pointing"
"506","points"
"507","possible"
"508","pp"
"509","present"
"510","presented"
"511","presenting"
"512","presents"
"513","presidential"
"514","presumably"
"515","probably"
"516","problem"
"517","problems"
"518","provides"
"519","put"
"520","puts"
"521","px"
"522","q"
"523","que"
"524","quite"
"525","qv"
"526","r"
"527","rather"
"528","rd"
"529","re"
"530","really"
"531","reasonably"
"532","regarding"
"533","regardless"
"534","regards"
"535","relatively"
"536","research"
"537","respectively"
"538","right"
"539","room"
"540","rooms"
"541","s"
"542","said"
"543","same"
"544","saw"
"545","say"
"546","saying"
"547","says"
"548","second"
"549","secondly"
"550","seconds"
"551","see"
"552","seeing"
"553","seem"
"554","seemed"
"555","seeming"
"556","seems"
"557","seen"
"558","sees"
"559","self"
"560","selves"
"561","sensible"
"562","sent"
"563","serious"
"564","seriously"
"565","seven"
"566","several"
"567","shall"
"568","shan't"
"569","she"
"570","she'd"
"571","she'll"
"572","she's"
"573","should"
"574","shouldn't"
"575","show"
"576","showed"
"577","showing"
"578","shows"
"579","side"
"580","sides"
"581","since"
"582","six"
"583","small"
"584","smaller"
"585","smallest"
"586","so"
"587","society"
"588","some"
"589","somebody"
"590","somehow"
"591","someone"
"592","something"
"593","sometime"
"594","sometimes"
"595","somewhat"
"596","somewhere"
"597","soon"
"598","sorry"
"599","specified"
"600","specify"
"601","specifying"
"602","spp"
"603","ssp"
"604","st"
"605","state"
"606","states"
"607","still"
"608","sub"
"609","such"
"610","summary"
"611","sup"
"612","sure"
"613","t"
"614","t's"
"615","table"
"616","take"
"617","taken"
"618","te"
"619","tell"
"620","tends"
"621","th"
"622","than"
"623","thank"
"624","thanks"
"625","thanx"
"626","that"
"627","that's"
"628","thats"
"629","the"
"630","their"
"631","theirs"
"632","them"
"633","themselves"
"634","then"
"635","thence"
"636","there"
"637","there's"
"638","thereafter"
"639","thereby"
"640","therefore"
"641","therein"
"642","theres"
"643","thereupon"
"644","these"
"645","they"
"646","they'd"
"647","they'll"
"648","they're"
"649","they've"
"650","thing"
"651","things"
"652","think"
"653","thinks"
"654","third"
"655","this"
"656","thorough"
"657","thoroughly"
"658","those"
"659","though"
"660","thought"
"661","thoughts"
"662","three"
"663","through"
"664","throughout"
"665","thru"
"666","thus"
"667","to"
"668","today"
"669","together"
"670","too"
"671","took"
"672","toward"
"673","towards"
"674","tried"
"675","tries"
"676","truly"
"677","try"
"678","trying"
"679","turn"
"680","turned"
"681","turning"
"682","turns"
"683","twice"
"684","two"
"685","u"
"686","un"
"687","under"
"688","unfortunately"
"689","unless"
"690","unlikely"
"691","until"
"692","unto"
"693","up"
"694","upon"
"695","us"
"696","use"
"697","used"
"698","useful"
"699","uses"
"700","using"
"701","usually"
"702","uucp"
"703","v"
"704","value"
"705","various"
"706","very"
"707","via"
"708","viz"
"709","vs"
"710","w"
"711","want"
"712","wanted"
"713","wanting"
"714","wants"
"715","was"
"716","wasn't"
"717","way"
"718","ways"
"719","we"
"720","we'd"
"721","we'll"
"722","we're"
"723","we've"
"724","welcome"
"725","well"
"726","wells"
"727","went"
"728","were"
"729","weren't"
"730","what"
"731","what's"
"732","whatever"
"733","when"
"734","when's"
"735","whence"
"736","whenever"
"737","where"
"738","where's"
"739","whereafter"
"740","whereas"
"741","whereby"
"742","wherein"
"743","whereupon"
"744","wherever"
"745","whether"
"746","which"
"747","while"
"748","whither"
"749","who"
"750","who's"
"751","whoever"
"752","whole"
"753","whom"
"754","whose"
"755","why"
"756","why's"
"757","will"
"758","willing"
"759","wish"
"760","with"
"761","within"
"762","without"
"763","won't"
"764","wonder"
"765","words"
"766","work"
"767","worked"
"768","working"
"769","works"
"770","would"
"771","wouldn't"
"772","wu"
"773","x"
"774","y"
"775","year"
"776","years"
"777","yes"
"778","yet"
"779","yield"
"780","yields"
"781","you"
"782","you'd"
"783","you'll"
"784","you're"
"785","you've"
"786","young"
"787","younger"
"788","youngest"
"789","your"
"790","yours"
"791","yourself"
"792","yourselves"
"793","z"
"794","zea"
"795","zealand"
"796","zero"
